date,usd_inr,source,data_type
2025-01-28,86.52,FRED_DEXINUS,REAL
2025-01-29,86.61,FRED_DEXINUS,REAL
2025-01-30,86.55,FRED_DEXINUS,REAL
2025-01-31,86.54,FRED_DEXINUS,REAL
2025-02-03,87.19,FRED_DEXINUS,REAL
2025-02-04,87.06,FRED_DEXINUS,REAL
2025-02-05,87.08,FRED_DEXINUS,REAL
2025-02-06,87.57,FRED_DEXINUS,REAL
2025-02-07,87.43,FRED_DEXINUS,REAL
2025-02-10,87.45,FRED_DEXINUS,REAL
2025-02-11,86.76,FRED_DEXINUS,REAL
2025-02-12,86.9,FRED_DEXINUS,REAL
2025-02-13,86.89,FRED_DEXINUS,REAL
2025-02-14,86.82,FRED_DEXINUS,REAL
2025-02-17,,FRED_DEXINUS,REAL
2025-02-18,86.96,FRED_DEXINUS,REAL
2025-02-19,86.96,FRED_DEXINUS,REAL
2025-02-20,86.65,FRED_DEXINUS,REAL
2025-02-21,86.7,FRED_DEXINUS,REAL
2025-02-24,86.72,FRED_DEXINUS,REAL
2025-02-25,87.2,FRED_DEXINUS,REAL
2025-02-26,87.2,FRED_DEXINUS,REAL
2025-02-27,87.17,FRED_DEXINUS,REAL
2025-02-28,87.5,FRED_DEXINUS,REAL
2025-03-03,87.35,FRED_DEXINUS,REAL
2025-03-04,87.26,FRED_DEXINUS,REAL
2025-03-05,86.95,FRED_DEXINUS,REAL
2025-03-06,87.11,FRED_DEXINUS,REAL
2025-03-07,86.88,FRED_DEXINUS,REAL
2025-03-10,87.27,FRED_DEXINUS,REAL
2025-03-11,87.16,FRED_DEXINUS,REAL
2025-03-12,87.16,FRED_DEXINUS,REAL
2025-03-13,87.0,FRED_DEXINUS,REAL
2025-03-14,87.0,FRED_DEXINUS,REAL
2025-03-17,86.79,FRED_DEXINUS,REAL
2025-03-18,86.5,FRED_DEXINUS,REAL
2025-03-19,86.43,FRED_DEXINUS,REAL
2025-03-20,86.31,FRED_DEXINUS,REAL
2025-03-21,86.01,FRED_DEXINUS,REAL
2025-03-24,85.56,FRED_DEXINUS,REAL
2025-03-25,85.77,FRED_DEXINUS,REAL
2025-03-26,85.71,FRED_DEXINUS,REAL
2025-03-27,85.79,FRED_DEXINUS,REAL
2025-03-28,85.51,FRED_DEXINUS,REAL
2025-03-31,85.43,FRED_DEXINUS,REAL
2025-04-01,85.46,FRED_DEXINUS,REAL
2025-04-02,85.52,FRED_DEXINUS,REAL
2025-04-03,85.44,FRED_DEXINUS,REAL
2025-04-04,85.24,FRED_DEXINUS,REAL
2025-04-07,85.85,FRED_DEXINUS,REAL
2025-04-08,86.24,FRED_DEXINUS,REAL
2025-04-09,86.64,FRED_DEXINUS,REAL
2025-04-10,86.69,FRED_DEXINUS,REAL
2025-04-11,86.06,FRED_DEXINUS,REAL
2025-04-14,86.02,FRED_DEXINUS,REAL
2025-04-15,85.76,FRED_DEXINUS,REAL
2025-04-16,85.67,FRED_DEXINUS,REAL
2025-04-17,85.37,FRED_DEXINUS,REAL
2025-04-18,85.43,FRED_DEXINUS,REAL
2025-04-21,85.18,FRED_DEXINUS,REAL
2025-04-22,85.19,FRED_DEXINUS,REAL
2025-04-23,85.42,FRED_DEXINUS,REAL
2025-04-24,85.3,FRED_DEXINUS,REAL
2025-04-25,85.43,FRED_DEXINUS,REAL
2025-04-28,85.02,FRED_DEXINUS,REAL
2025-04-29,85.27,FRED_DEXINUS,REAL
2025-04-30,84.49,FRED_DEXINUS,REAL
2025-05-01,84.58,FRED_DEXINUS,REAL
2025-05-02,84.5,FRED_DEXINUS,REAL
2025-05-05,84.27,FRED_DEXINUS,REAL
2025-05-06,84.45,FRED_DEXINUS,REAL
2025-05-07,84.82,FRED_DEXINUS,REAL
2025-05-08,85.67,FRED_DEXINUS,REAL
2025-05-09,85.38,FRED_DEXINUS,REAL
2025-05-12,85.38,FRED_DEXINUS,REAL
2025-05-13,85.35,FRED_DEXINUS,REAL
2025-05-14,85.29,FRED_DEXINUS,REAL
2025-05-15,85.52,FRED_DEXINUS,REAL
2025-05-16,85.49,FRED_DEXINUS,REAL
2025-05-19,85.37,FRED_DEXINUS,REAL
2025-05-20,85.63,FRED_DEXINUS,REAL
2025-05-21,85.65,FRED_DEXINUS,REAL
2025-05-22,85.97,FRED_DEXINUS,REAL
2025-05-23,85.17,FRED_DEXINUS,REAL
2025-05-26,,FRED_DEXINUS,REAL
2025-05-27,85.3,FRED_DEXINUS,REAL
2025-05-28,85.39,FRED_DEXINUS,REAL
2025-05-29,85.49,FRED_DEXINUS,REAL
2025-05-30,85.5,FRED_DEXINUS,REAL
2025-06-02,85.33,FRED_DEXINUS,REAL
2025-06-03,85.59,FRED_DEXINUS,REAL
2025-06-04,85.85,FRED_DEXINUS,REAL
2025-06-05,85.8,FRED_DEXINUS,REAL
2025-06-06,85.66,FRED_DEXINUS,REAL
2025-06-09,85.64,FRED_DEXINUS,REAL
2025-06-10,85.57,FRED_DEXINUS,REAL
2025-06-11,85.51,FRED_DEXINUS,REAL
2025-06-12,85.55,FRED_DEXINUS,REAL
2025-06-13,86.08,FRED_DEXINUS,REAL
2025-06-16,86.05,FRED_DEXINUS,REAL
2025-06-17,86.29,FRED_DEXINUS,REAL
2025-06-18,86.49,FRED_DEXINUS,REAL
2025-06-19,,FRED_DEXINUS,REAL
2025-06-20,86.58,FRED_DEXINUS,REAL
2025-06-23,86.73,FRED_DEXINUS,REAL
2025-06-24,85.92,FRED_DEXINUS,REAL
2025-06-25,86.04,FRED_DEXINUS,REAL
2025-06-26,85.66,FRED_DEXINUS,REAL
2025-06-27,85.45,FRED_DEXINUS,REAL
2025-06-30,85.74,FRED_DEXINUS,REAL
2025-07-01,85.58,FRED_DEXINUS,REAL
2025-07-02,85.7,FRED_DEXINUS,REAL
2025-07-03,85.3,FRED_DEXINUS,REAL
2025-07-04,,FRED_DEXINUS,REAL
2025-07-07,85.86,FRED_DEXINUS,REAL
2025-07-08,85.75,FRED_DEXINUS,REAL
2025-07-09,85.69,FRED_DEXINUS,REAL
2025-07-10,85.65,FRED_DEXINUS,REAL
2025-07-11,85.8,FRED_DEXINUS,REAL
2025-07-14,85.99,FRED_DEXINUS,REAL
2025-07-15,85.82,FRED_DEXINUS,REAL
2025-07-16,85.96,FRED_DEXINUS,REAL
2025-07-17,86.08,FRED_DEXINUS,REAL
2025-07-18,86.1,FRED_DEXINUS,REAL
2025-07-21,86.3,FRED_DEXINUS,REAL
2025-07-22,86.37,FRED_DEXINUS,REAL
2025-07-23,86.41,FRED_DEXINUS,REAL
2025-07-24,86.39,FRED_DEXINUS,REAL
2025-07-25,86.48,FRED_DEXINUS,REAL
2025-07-28,86.67,FRED_DEXINUS,REAL
2025-07-29,86.83,FRED_DEXINUS,REAL
2025-07-30,87.44,FRED_DEXINUS,REAL
2025-07-31,87.6,FRED_DEXINUS,REAL
2025-08-01,87.54,FRED_DEXINUS,REAL
2025-08-04,87.63,FRED_DEXINUS,REAL
2025-08-05,87.8,FRED_DEXINUS,REAL
2025-08-06,87.71,FRED_DEXINUS,REAL
2025-08-07,87.71,FRED_DEXINUS,REAL
2025-08-08,87.67,FRED_DEXINUS,REAL
2025-08-11,87.63,FRED_DEXINUS,REAL
2025-08-12,87.71,FRED_DEXINUS,REAL
2025-08-13,87.48,FRED_DEXINUS,REAL
2025-08-14,87.56,FRED_DEXINUS,REAL
2025-08-15,87.56,FRED_DEXINUS,REAL
2025-08-18,87.3,FRED_DEXINUS,REAL
2025-08-19,87.02,FRED_DEXINUS,REAL
2025-08-20,87.02,FRED_DEXINUS,REAL
2025-08-21,87.31,FRED_DEXINUS,REAL
2025-08-22,87.53,FRED_DEXINUS,REAL
2025-08-25,87.55,FRED_DEXINUS,REAL
2025-08-26,87.68,FRED_DEXINUS,REAL
2025-08-27,87.74,FRED_DEXINUS,REAL
2025-08-28,87.63,FRED_DEXINUS,REAL
2025-08-29,88.18,FRED_DEXINUS,REAL
2025-09-01,,FRED_DEXINUS,REAL
2025-09-02,88.15,FRED_DEXINUS,REAL
2025-09-03,88.06,FRED_DEXINUS,REAL
2025-09-04,88.17,FRED_DEXINUS,REAL
2025-09-05,88.25,FRED_DEXINUS,REAL
2025-09-08,88.25,FRED_DEXINUS,REAL
2025-09-09,88.12,FRED_DEXINUS,REAL
2025-09-10,88.09,FRED_DEXINUS,REAL
2025-09-11,88.44,FRED_DEXINUS,REAL
2025-09-12,88.28,FRED_DEXINUS,REAL
2025-09-15,88.22,FRED_DEXINUS,REAL
2025-09-16,88.05,FRED_DEXINUS,REAL
2025-09-17,87.77,FRED_DEXINUS,REAL
2025-09-18,88.17,FRED_DEXINUS,REAL
2025-09-19,88.06,FRED_DEXINUS,REAL
2025-09-22,88.29,FRED_DEXINUS,REAL
2025-09-23,88.76,FRED_DEXINUS,REAL
2025-09-24,88.73,FRED_DEXINUS,REAL
2025-09-25,88.7,FRED_DEXINUS,REAL
2025-09-26,88.65,FRED_DEXINUS,REAL
2025-09-29,88.76,FRED_DEXINUS,REAL
2025-09-30,88.78,FRED_DEXINUS,REAL
2025-10-01,88.69,FRED_DEXINUS,REAL
2025-10-02,88.74,FRED_DEXINUS,REAL
2025-10-03,88.78,FRED_DEXINUS,REAL
2025-10-06,88.79,FRED_DEXINUS,REAL
2025-10-07,88.72,FRED_DEXINUS,REAL
2025-10-08,88.77,FRED_DEXINUS,REAL
2025-10-09,88.84,FRED_DEXINUS,REAL
2025-10-10,88.72,FRED_DEXINUS,REAL
2025-10-13,,FRED_DEXINUS,REAL
2025-10-14,88.76,FRED_DEXINUS,REAL
2025-10-15,87.98,FRED_DEXINUS,REAL
2025-10-16,87.81,FRED_DEXINUS,REAL
2025-10-17,87.99,FRED_DEXINUS,REAL
2025-10-20,87.92,FRED_DEXINUS,REAL
2025-10-21,87.97,FRED_DEXINUS,REAL
2025-10-22,87.92,FRED_DEXINUS,REAL
2025-10-23,87.85,FRED_DEXINUS,REAL
2025-10-24,87.83,FRED_DEXINUS,REAL
2025-10-27,88.24,FRED_DEXINUS,REAL
2025-10-28,88.21,FRED_DEXINUS,REAL
2025-10-29,88.2,FRED_DEXINUS,REAL
2025-10-30,88.64,FRED_DEXINUS,REAL
2025-10-31,88.75,FRED_DEXINUS,REAL
2025-11-03,88.78,FRED_DEXINUS,REAL
2025-11-04,88.67,FRED_DEXINUS,REAL
2025-11-05,88.66,FRED_DEXINUS,REAL
2025-11-06,88.65,FRED_DEXINUS,REAL
2025-11-07,88.68,FRED_DEXINUS,REAL
2025-11-10,88.7,FRED_DEXINUS,REAL
2025-11-11,,FRED_DEXINUS,REAL
2025-11-12,88.58,FRED_DEXINUS,REAL
2025-11-13,88.66,FRED_DEXINUS,REAL
2025-11-14,88.74,FRED_DEXINUS,REAL
2025-11-17,88.58,FRED_DEXINUS,REAL
2025-11-18,88.6,FRED_DEXINUS,REAL
2025-11-19,88.58,FRED_DEXINUS,REAL
2025-11-20,88.69,FRED_DEXINUS,REAL
2025-11-21,89.54,FRED_DEXINUS,REAL
2025-11-24,89.23,FRED_DEXINUS,REAL
2025-11-25,89.16,FRED_DEXINUS,REAL
2025-11-26,89.27,FRED_DEXINUS,REAL
2025-11-27,,FRED_DEXINUS,REAL
2025-11-28,89.43,FRED_DEXINUS,REAL
2025-12-01,89.59,FRED_DEXINUS,REAL
2025-12-02,89.92,FRED_DEXINUS,REAL
2025-12-03,90.15,FRED_DEXINUS,REAL
2025-12-04,89.97,FRED_DEXINUS,REAL
2025-12-05,89.97,FRED_DEXINUS,REAL
2025-12-08,90.12,FRED_DEXINUS,REAL
2025-12-09,89.9,FRED_DEXINUS,REAL
2025-12-10,89.98,FRED_DEXINUS,REAL
2025-12-11,90.35,FRED_DEXINUS,REAL
2025-12-12,90.41,FRED_DEXINUS,REAL
2025-12-15,90.7,FRED_DEXINUS,REAL
2025-12-16,91.03,FRED_DEXINUS,REAL
2025-12-17,90.4,FRED_DEXINUS,REAL
2025-12-18,90.25,FRED_DEXINUS,REAL
2025-12-19,89.54,FRED_DEXINUS,REAL
2025-12-22,89.64,FRED_DEXINUS,REAL
2025-12-23,89.67,FRED_DEXINUS,REAL
2025-12-24,89.81,FRED_DEXINUS,REAL
2025-12-25,,FRED_DEXINUS,REAL
2025-12-26,89.78,FRED_DEXINUS,REAL
2025-12-29,89.97,FRED_DEXINUS,REAL
2025-12-30,89.78,FRED_DEXINUS,REAL
2025-12-31,89.84,FRED_DEXINUS,REAL
2026-01-01,,FRED_DEXINUS,REAL
2026-01-02,90.19,FRED_DEXINUS,REAL
2026-01-05,90.28,FRED_DEXINUS,REAL
2026-01-06,90.18,FRED_DEXINUS,REAL
2026-01-07,89.9,FRED_DEXINUS,REAL
2026-01-08,90.02,FRED_DEXINUS,REAL
2026-01-09,90.16,FRED_DEXINUS,REAL
2026-01-12,90.12,FRED_DEXINUS,REAL
2026-01-13,90.19,FRED_DEXINUS,REAL
2026-01-14,90.24,FRED_DEXINUS,REAL
2026-01-15,90.26,FRED_DEXINUS,REAL
2026-01-16,90.87,FRED_DEXINUS,REAL
2026-01-19,,FRED_DEXINUS,REAL
2026-01-20,91.01,FRED_DEXINUS,REAL
2026-01-21,91.68,FRED_DEXINUS,REAL
2026-01-22,91.62,FRED_DEXINUS,REAL
2026-01-23,91.95,FRED_DEXINUS,REAL
2026-01-26,91.95,FRED_DEXINUS,REAL
2026-01-27,91.72,FRED_DEXINUS,REAL
2026-01-28,91.78,FRED_DEXINUS,REAL
2026-01-29,91.95,FRED_DEXINUS,REAL
2026-01-30,91.98,FRED_DEXINUS,REAL
2026-02-02,91.51,FRED_DEXINUS,REAL
2026-02-03,90.3,FRED_DEXINUS,REAL
2026-02-04,90.36,FRED_DEXINUS,REAL
2026-02-05,90.33,FRED_DEXINUS,REAL
2026-02-06,90.65,FRED_DEXINUS,REAL
2026-02-09,90.77,FRED_DEXINUS,REAL
2026-02-10,90.57,FRED_DEXINUS,REAL
2026-02-11,90.69,FRED_DEXINUS,REAL
2026-02-12,90.63,FRED_DEXINUS,REAL
2026-02-13,90.64,FRED_DEXINUS,REAL
2026-02-16,,FRED_DEXINUS,REAL
2026-02-17,90.63,FRED_DEXINUS,REAL
2026-02-18,90.7,FRED_DEXINUS,REAL
2026-02-19,90.68,FRED_DEXINUS,REAL
2026-02-20,90.98,FRED_DEXINUS,REAL
2026-02-23,90.88,FRED_DEXINUS,REAL
2026-02-24,90.95,FRED_DEXINUS,REAL
2026-02-25,90.95,FRED_DEXINUS,REAL
2026-02-26,90.92,FRED_DEXINUS,REAL
2026-02-27,91.03,FRED_DEXINUS,REAL
2026-03-02,91.47,FRED_DEXINUS,REAL
2026-03-03,91.47,FRED_DEXINUS,REAL
2026-03-04,92.08,FRED_DEXINUS,REAL
2026-03-05,91.58,FRED_DEXINUS,REAL
2026-03-06,91.73,FRED_DEXINUS,REAL
2026-03-09,92.31,FRED_DEXINUS,REAL
2026-03-10,91.85,FRED_DEXINUS,REAL
2026-03-11,92.03,FRED_DEXINUS,REAL
2026-03-12,92.18,FRED_DEXINUS,REAL
2026-03-13,92.47,FRED_DEXINUS,REAL
2026-03-16,92.42,FRED_DEXINUS,REAL
2026-03-17,92.36,FRED_DEXINUS,REAL
2026-03-18,92.87,FRED_DEXINUS,REAL
2026-03-19,92.62,FRED_DEXINUS,REAL
2026-03-20,93.73,FRED_DEXINUS,REAL
2026-03-23,93.96,FRED_DEXINUS,REAL
2026-03-24,93.86,FRED_DEXINUS,REAL
2026-03-25,93.97,FRED_DEXINUS,REAL
2026-03-26,93.97,FRED_DEXINUS,REAL
2026-03-27,94.83,FRED_DEXINUS,REAL
2026-03-30,94.41,FRED_DEXINUS,REAL
2026-03-31,93.83,FRED_DEXINUS,REAL
2026-04-01,93.21,FRED_DEXINUS,REAL
2026-04-02,93.09,FRED_DEXINUS,REAL
2026-04-03,93.09,FRED_DEXINUS,REAL
2026-04-06,93.06,FRED_DEXINUS,REAL
2026-04-07,92.96,FRED_DEXINUS,REAL
2026-04-08,92.25,FRED_DEXINUS,REAL
2026-04-09,92.69,FRED_DEXINUS,REAL
2026-04-10,92.72,FRED_DEXINUS,REAL
2026-04-13,93.39,FRED_DEXINUS,REAL
2026-04-14,93.37,FRED_DEXINUS,REAL
2026-04-15,93.37,FRED_DEXINUS,REAL
2026-04-16,93.2,FRED_DEXINUS,REAL
2026-04-17,92.9,FRED_DEXINUS,REAL
2026-04-20,93.13,FRED_DEXINUS,REAL
2026-04-21,93.5,FRED_DEXINUS,REAL
2026-04-22,93.79,FRED_DEXINUS,REAL
2026-04-23,94.11,FRED_DEXINUS,REAL
2026-04-24,94.25,FRED_DEXINUS,REAL
2026-04-27,94.19,FRED_DEXINUS,REAL
2026-04-28,94.54,FRED_DEXINUS,REAL
2026-04-29,94.85,FRED_DEXINUS,REAL
2026-04-30,94.91,FRED_DEXINUS,REAL
2026-05-01,94.9,FRED_DEXINUS,REAL
2026-05-04,95.09,FRED_DEXINUS,REAL
2026-05-05,95.32,FRED_DEXINUS,REAL
2026-05-06,94.61,FRED_DEXINUS,REAL
2026-05-07,94.25,FRED_DEXINUS,REAL
2026-05-08,94.49,FRED_DEXINUS,REAL
2026-05-11,95.31,FRED_DEXINUS,REAL
2026-05-12,95.63,FRED_DEXINUS,REAL
2026-05-13,95.69,FRED_DEXINUS,REAL
2026-05-14,95.76,FRED_DEXINUS,REAL
2026-05-15,95.97,FRED_DEXINUS,REAL
2026-05-18,96.35,FRED_DEXINUS,REAL
2026-05-19,96.53,FRED_DEXINUS,REAL
2026-05-20,96.82,FRED_DEXINUS,REAL
2026-05-21,96.2,FRED_DEXINUS,REAL
2026-05-22,95.69,FRED_DEXINUS,REAL
2026-05-25,,FRED_DEXINUS,REAL
2026-05-26,95.68,FRED_DEXINUS,REAL
2026-05-27,95.69,FRED_DEXINUS,REAL
2026-05-28,95.69,FRED_DEXINUS,REAL
2026-05-29,95.0,FRED_DEXINUS,REAL
2026-06-01,94.99,FRED_DEXINUS,REAL
2026-06-02,95.27,FRED_DEXINUS,REAL
2026-06-03,95.71,FRED_DEXINUS,REAL
2026-06-04,95.79,FRED_DEXINUS,REAL
2026-06-05,94.95,FRED_DEXINUS,REAL
2026-06-08,95.71,FRED_DEXINUS,REAL
2026-06-09,95.35,FRED_DEXINUS,REAL
2026-06-10,95.27,FRED_DEXINUS,REAL
2026-06-11,95.76,FRED_DEXINUS,REAL
2026-06-12,95.11,FRED_DEXINUS,REAL
2026-06-15,94.71,FRED_DEXINUS,REAL
2026-06-16,94.62,FRED_DEXINUS,REAL
2026-06-17,94.53,FRED_DEXINUS,REAL
2026-06-18,94.33,FRED_DEXINUS,REAL
2026-06-19,,FRED_DEXINUS,REAL
2026-06-22,94.68,FRED_DEXINUS,REAL
2026-06-23,94.74,FRED_DEXINUS,REAL
2026-06-24,94.67,FRED_DEXINUS,REAL
2026-06-25,94.4,FRED_DEXINUS,REAL
2026-06-26,94.37,FRED_DEXINUS,REAL
2026-06-29,94.54,FRED_DEXINUS,REAL
2026-06-30,94.66,FRED_DEXINUS,REAL
2026-07-01,95.25,FRED_DEXINUS,REAL
2026-07-02,95.39,FRED_DEXINUS,REAL
2026-07-03,,FRED_DEXINUS,REAL
2026-07-06,95.4,FRED_DEXINUS,REAL
2026-07-07,94.97,FRED_DEXINUS,REAL
2026-07-08,95.56,FRED_DEXINUS,REAL
2026-07-09,95.39,FRED_DEXINUS,REAL
2026-07-10,95.33,FRED_DEXINUS,REAL
2026-07-13,95.62,FRED_DEXINUS,REAL
2026-07-14,96.2,FRED_DEXINUS,REAL
2026-07-15,96.26,FRED_DEXINUS,REAL
2026-07-16,96.35,FRED_DEXINUS,REAL
2026-07-17,96.28,FRED_DEXINUS,REAL
2026-07-20,96.45,FRED_DEXINUS,REAL
2026-07-21,96.24,FRED_DEXINUS,REAL
2026-07-22,96.57,FRED_DEXINUS,REAL
2026-07-23,96.57,FRED_DEXINUS,REAL
2026-07-24,96.56,FRED_DEXINUS,REAL
2026-07-27,95.91,FRED_DEXINUS,REAL
2026-07-28,95.85,FRED_DEXINUS,REAL
2026-07-29,95.65,FRED_DEXINUS,REAL
2026-07-30,95.68,FRED_DEXINUS,REAL
2026-07-31,95.38,FRED_DEXINUS,REAL
2026-08-03,95.34,FRED_DEXINUS,REAL
2026-08-04,95.38,FRED_DEXINUS,REAL
2026-08-05,95.14,FRED_DEXINUS,REAL
2026-08-06,95.21,FRED_DEXINUS,REAL
2026-08-07,95.21,FRED_DEXINUS,REAL
2026-08-10,95.3,FRED_DEXINUS,REAL
2026-08-11,95.44,FRED_DEXINUS,REAL
2026-08-12,95.33,FRED_DEXINUS,REAL
2026-08-13,95.44,FRED_DEXINUS,REAL
2026-08-14,95.43,FRED_DEXINUS,REAL
2026-08-17,95.6,FRED_DEXINUS,REAL
2026-08-18,95.68,FRED_DEXINUS,REAL
2026-08-19,95.75,FRED_DEXINUS,REAL
2026-08-20,95.71,FRED_DEXINUS,REAL
2026-08-21,95.7,FRED_DEXINUS,REAL
2026-08-24,95.75,FRED_DEXINUS,REAL
2026-08-25,95.41,FRED_DEXINUS,REAL
2026-08-26,95.43,FRED_DEXINUS,REAL
2026-08-27,95.54,FRED_DEXINUS,REAL
2026-08-28,95.38,FRED_DEXINUS,REAL
2026-08-31,95.16,FRED_DEXINUS,REAL
2026-09-01,94.95,FRED_DEXINUS,REAL
2026-09-02,94.97,FRED_DEXINUS,REAL
2026-09-03,94.49,FRED_DEXINUS,REAL
2026-09-04,94.49,FRED_DEXINUS,REAL
